iter	RMSE
365	0.3562803296
366	0.355541177
367	0.3550051793
368	0.3541256235
369	0.3536437837
370	0.3527812137
371	0.3519335953
372	0.350296364
373	0.3498314479
374	0.3485166688
375	0.3469346942
376	0.3464834392
377	0.3454341132
378	0.3439078062
379	0.3432945543
380	0.3425272967
381	0.341779812
382	0.3410515301
383	0.3405067662
384	0.3397994059
385	0.3389892743
386	0.3380002499
387	0.3373207574
388	0.3368051325
389	0.3364764436
390	0.3358204865
391	0.3355030507
392	0.3345415639
393	0.3342786201
394	0.3333344284
395	0.3330307462
396	0.3328284248
397	0.3325348346
398	0.3323395312
399	0.3314146908
400	0.3312592559
401	0.3303510115
402	0.3293216301
403	0.3287670258
404	0.3284923044
405	0.3283451212
406	0.3273575915
407	0.3264659007
408	0.3259281142
409	0.3257539428
410	0.3256146053
411	0.3247397682
412	0.3237906965
413	0.3229341157
414	0.3220177649
415	0.3215656581
416	0.3211244922
417	0.3206939856
418	0.3202738643
419	0.3192959601
420	0.318632939
421	0.3185076033
422	0.3179207924
423	0.3170806232
424	0.3162171496
425	0.3155837414
426	0.3149688952
427	0.3143446586
428	0.3142273884
429	0.3141117806
430	0.3136961959
431	0.3130976459
432	0.3125413844
433	0.3124300676
434	0.3123203325
435	0.3118043458
436	0.3112474294
437	0.310730101
438	0.3102415349
439	0.3100138831
440	0.3099109181
441	0.3098099132
442	0.309339279
443	0.3088310358
444	0.3087334683
445	0.3082407668
446	0.3079169079
447	0.307714574
448	0.306658399
449	0.3061883141
450	0.3057518834
451	0.3053081306
452	0.3047051392
453	0.303860064
454	0.303429644
455	0.3028206913
456	0.3024074568
457	0.3018398494
458	0.301027579
459	0.3006266871
460	0.3000857731
461	0.2993014005
462	0.2983323874
463	0.2973628901
464	0.2969824226
465	0.2964731957
466	0.2957211385
467	0.2947861359
468	0.2938866056
469	0.2934162923
470	0.2925069961
471	0.2915822345
472	0.2906945628
473	0.2898020272
474	0.2889351729
475	0.2880680149
476	0.2872067414
477	0.2867753976
478	0.2859332091
479	0.28509744
480	0.2842669623
481	0.2834440447
482	0.2826304875
483	0.2825627957
484	0.2817581093
485	0.2809583372
486	0.2801671116
487	0.2793535096
488	0.2792886954
489	0.278516343
490	0.2784530071
491	0.2776824245
492	0.2769153296
493	0.2768483559
494	0.2760696059
495	0.2753249152
496	0.2746056543
497	0.2742464641
498	0.273511587
499	0.2727746277
500	0.2720813694
501	0.2712717713
502	0.2706332421
503	0.2699618673
504	0.2691748135
505	0.2685535008
506	0.2679033213
507	0.2671380544
508	0.2665334891
509	0.2658745599
510	0.2651337939
511	0.2641174426
512	0.264036786
513	0.263321255
514	0.2626918023
515	0.2621290809
516	0.2613707105
517	0.2612922009
518	0.2612148185
519	0.2611385463
520	0.2597882509
521	0.2597131483
522	0.25963912
523	0.2595661501
524	0.2581887793
525	0.2581168791
526	0.2580460037
527	0.2574499964
528	0.2573804912
529	0.2564957237
530	0.2564273046
531	0.2563598601
532	0.2557781268
533	0.2557119785
534	0.2543881446
535	0.2543229363
536	0.2542586532
537	0.2541952817
538	0.2540272674
539	0.2531797528
540	0.2526119261
541	0.2520585709
542	0.2508375006
543	0.2506722755
544	0.2499606469
545	0.2493057731
546	0.2492461127
547	0.2485566469
548	0.2479164335
549	0.2468201301
550	0.2466633446
551	0.2461286232
552	0.2454555879
553	0.2453045359
554	0.2442366888
555	0.2436092462
556	0.2429662997
557	0.2428105699
558	0.2422922041
559	0.2422371566
560	0.2411966329
561	0.2405825227
562	0.2402575479
563	0.240105503
564	0.2396914768
565	0.2393737738
566	0.2388677893
567	0.2384577676
568	0.2381469014
569	0.2380935906
570	0.2376883609
571	0.2365430347
572	0.2364902748
573	0.2359962637
574	0.2356913237
575	0.2355429765
576	0.2351442655
577	0.2348460461
578	0.2342674479
579	0.2342164676
580	0.2338256374
581	0.2335342821
582	0.2334838685
583	0.2330976443
584	0.2328124807
585	0.2323274993
586	0.2319976854
587	0.2316145431
588	0.2313631064
589	0.2308135831
590	0.2304389071
591	0.2294663141
592	0.2290991272
593	0.2287366306
594	0.2285788182
595	0.2282205835
596	0.228170569
597	0.2278167676
598	0.2276614589
599	0.2273118142
600	0.2271590924
601	0.2268135575
602	0.2263333903
603	0.2259914166
604	0.2257943666
605	0.2256454963
606	0.2253074562
607	0.224973756
608	0.2248270088
609	0.2244972444
610	0.2243529286
611	0.2237525991
612	0.2234263384
613	0.2229644495
614	0.2226415807
615	0.2224987136
616	0.2214989304
617	0.2213135481
618	0.2207486741
619	0.2203362107
620	0.2201981959
621	0.2197499448
622	0.2192174088
623	0.2182432698
624	0.2181074822
625	0.2175743204
626	0.2171685259
627	0.2162187326
628	0.2156828128
629	0.215549711
630	0.2151367718
631	0.2147365307
632	0.214243808
633	0.2133093867
634	0.2131379259
635	0.2126434078
636	0.2125139528
637	0.2121246518
638	0.2112108679
639	0.2108159931
640	0.2103508877
641	0.2101859247
642	0.2098120548
643	0.2094248772
644	0.2092983191
645	0.2088282687
646	0.207931087
647	0.2078277303
648	0.2073095619
649	0.2069327657
650	0.2065791904
651	0.2062104741
652	0.2058151091
653	0.2053910824
654	0.2050444878
655	0.2046162225
656	0.2042549721
657	0.2033778984
658	0.203040004
659	0.2025639667
660	0.202212749
661	0.2018818755
662	0.2015382209
663	0.2012025465
664	0.2008155673
665	0.2004870385
666	0.2000945062
667	0.19970565
668	0.1993725995
669	0.1989992137
670	0.198662318
671	0.1983465552
672	0.1980381332
673	0.1977279675
674	0.1974431152
675	0.1973715844
676	0.197110932
677	0.1962516044
678	0.195924816
679	0.195549711
680	0.1954797695
681	0.195124979
682	0.1947893818
683	0.1947202126
684	0.1944673607
685	0.194399843
686	0.1941050509
687	0.1937792226
688	0.1937125628
689	0.1934292983
690	0.1933645193
691	0.1930742671
692	0.1927604268
693	0.192696461
694	0.1926338459
695	0.1923266779
696	0.1922652002
697	0.1915759414
698	0.1912215306
699	0.1909174221
700	0.1906158885
701	0.1897824897
702	0.1889658696
703	0.1889047719
704	0.1885581006
705	0.1881697352
706	0.1881092549
707	0.1873116511
708	0.1869986341
709	0.1866590173
710	0.1865996691
711	0.186329489
712	0.1860970766
713	0.1860388039
714	0.1857722484
715	0.1855066011
716	0.1854496402
717	0.1851549258
718	0.1850989765
719	0.1850441761
720	0.1846184397
721	0.184236942
722	0.1839474142
723	0.1833346695
724	0.1832805823
725	0.1828108638
726	0.1827577737
727	0.1824707023
728	0.1818779632
729	0.1816059614
730	0.1815540649
731	0.1815032169
732	0.1812427221
733	0.1809623136
734	0.1806974276
735	0.1806473345
736	0.1805537305
737	0.1800973598
738	0.1800488952
739	0.1800014088
740	0.179430996
741	0.1792164397
742	0.1788870152
743	0.1786116916
744	0.1780536497
745	0.177843006
746	0.1777966348
747	0.1772530001
748	0.1770467526
749	0.1768449803
750	0.1765738061
751	0.1760424969
752	0.1753539684
753	0.1750294431
754	0.174866825
755	0.1744431574
756	0.1741728785
757	0.1736685909
758	0.1732147261
759	0.1730205071
760	0.1725748166
761	0.1722437363
762	0.1720862174
763	0.1718287403
764	0.1715185033
765	0.171283553
766	0.1710302234
767	0.1707265335
768	0.1704676494
769	0.1702179519
770	0.1697778711
771	0.1695128819
772	0.1691990556
773	0.1689528921
774	0.1687120342
775	0.1685248265
776	0.1683405236
777	0.168047344
778	0.1678098486
779	0.167515874
780	0.1671565778
781	0.1668728947
782	0.1666494929
783	0.1664304583
784	0.166076454
785	0.1657927283
786	0.1654440678
787	0.1651696248
788	0.1649237375
789	0.1646831751
790	0.1641887123
791	0.164109148
792	0.1638731268
793	0.1633703863
794	0.1631419295
795	0.1627199035
796	0.1624886097
797	0.1622648924
798	0.1621592431
799	0.1618930047
800	0.1616731884
801	0.1614636995
802	0.1612352014
803	0.1610189291
804	0.1609146783
805	0.1605272684
806	0.1603154407
807	0.1599821728
808	0.1596516424
809	0.1593462476
810	0.1590912312
811	0.1587992388
812	0.1586971526
813	0.1586234626
814	0.1580061219
815	0.1579335242
816	0.15768921
817	0.1573676255
818	0.1569930696
819	0.1569223292
820	0.1566827763
821	0.1563139885
822	0.1562116597
823	0.1561417486
824	0.1560728961
825	0.1554806012
826	0.1551119989
827	0.1550442992
828	0.1544634056
829	0.1540593758
830	0.1537071774
831	0.1535486011
832	0.1534549491
833	0.1531432603
834	0.1530529181
835	0.1527485176
836	0.1526443945
837	0.1523469873
838	0.1522626693
839	0.1519721232
840	0.1514066718
841	0.1510682809
842	0.150513816
843	0.150415187
844	0.1501344968
845	0.1495902889
846	0.1493148443
847	0.1487810432
848	0.1486851264
849	0.1484149263
850	0.1483221436
851	0.1480831038
852	0.1475580255
853	0.1473227929
854	0.1470087355
855	0.146584805
856	0.1460754604
857	0.1460080107
858	0.1457774848
859	0.1455220303
860	0.1451101686
861	0.1448855761
862	0.1446752368
863	0.1441793734
864	0.1440019887
865	0.1438292756
866	0.1436611073
867	0.1434811599
868	0.1433184696
869	0.1431943729
870	0.1427918348
871	0.1423961761
872	0.142237292
873	0.1421162729
874	0.1416380932
875	0.1414804771
876	0.1414035544
877	0.1413290045
878	0.1409433783
879	0.1406960276
880	0.1406233418
881	0.1404134363
882	0.1403483474
883	0.1399684873
884	0.1397591042
885	0.139383647
886	0.1390524821
887	0.1389809275
888	0.1389115775
889	0.1384561205
890	0.1382639259
891	0.1381960699
892	0.1379900812
893	0.1377879924
894	0.1374201875
895	0.1370975116
896	0.1369075005
897	0.1367986356
898	0.1363526334
899	0.1362895437
900	0.1362274205
901	0.1360289882
902	0.1355917899
903	0.1355302418
904	0.1352139272
905	0.1351533895
906	0.1350937792
907	0.1346644356
908	0.1346054611
909	0.1343761694
910	0.1340673174
911	0.1339589122
912	0.1339008288
913	0.1335895506
914	0.1333958303
915	0.1332057501
916	0.1329047344
917	0.1325967256
918	0.1322937961
919	0.1321072212
920	0.1319342943
921	0.1316394062
922	0.1314851297
923	0.13133453
924	0.1309217203
925	0.1308639161
926	0.1308069931
927	0.1305842717
928	0.130451494
929	0.130321549
930	0.1302654287
931	0.1299761707
932	0.1298485847
933	0.1297351566
934	0.1294368048
935	0.1291433576
936	0.1289333665
937	0.1286442165
938	0.1283916117
939	0.1279967993
940	0.1279411555
941	0.1277689937
942	0.1274919093
943	0.1273788112
944	0.1270964817
945	0.1268187824
946	0.126628517
947	0.1263549097
948	0.1261870103
949	0.1260388436
950	0.1258929233
951	0.1258333603
952	0.1256964606
953	0.1255204971
954	0.1252502097
955	0.1249788411
956	0.1248064868
957	0.1244981907
958	0.1241952573
959	0.1240518191
960	0.1238815904
961	0.1237147065
962	0.1234157871
963	0.1231482819
964	0.1229840988
965	0.122689037
966	0.122520819
967	0.1224132923
968	0.1220560804
969	0.1218278917
970	0.1216432617
971	0.1215382452
972	0.1211888999
973	0.121006618
974	0.1209031442
975	0.1207239356
976	0.1204765465
977	0.1203166775
978	0.1201835974
979	0.1200818343
980	0.1197416589
981	0.1195191523
982	0.1192478345
983	0.1191478069
984	0.1189063262
985	0.118688404
986	0.1185897346
987	0.1184151577
988	0.1181768761
989	0.1179827078
990	0.1178852254
991	0.1177578305
992	0.117660811
993	0.1174252297
994	0.117271677
995	0.1170396371
996	0.1168478241
997	0.1167530548
998	0.1166033312
999	0.1162812337
